id,food_code,food_name,energy,water,protein,fat,dietaryfiber,carbohydrate,category
1462,10257,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322,50.3,20.3,28.3,0,0.1,10 魚介類
1463,10258,＜魚類＞　（まぐろ類）　めじまぐろ　生,139,68.7,25.2,4.8,0,0.1,10 魚介類
1464,10425,＜魚類＞　（まぐろ類） めばち　赤身　生,115,72.2,25.4,2.3,0,0.3,10 魚介類
1465,10426,＜魚類＞　（まぐろ類） めばち　脂身　生,158,67.8,23.9,7.5,0,0.4,10 魚介類
1466,10260,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70,82,16,0.7,0,0.2,10 魚介類
1467,10261,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96,77.6,18.3,2.5,0,0.4,10 魚介類
1468,10262,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134,65.7,19,2.3,0,9.9,10 魚介類
1469,10263,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265,59.1,17.7,21.7,0,0.1,10 魚介類
1470,10264,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279,56,18.8,23.6,0,0.1,10 魚介類
1471,10265,＜魚類＞　マジェランあいなめ　生,243,62.8,13.3,22.9,0,0.1,10 魚介類
1472,10266,＜魚類＞　まながつお　生,156,70.8,17.1,10.9,0,0,10 魚介類
1473,10232,＜魚類＞　みなみくろたち　生,112,73.8,21.7,3,0,0.1,10 魚介類
1474,10267,＜魚類＞　みなみだら　生,68,81.9,16.4,0.3,0,0,10 魚介類
1475,10268,＜魚類＞　むつ　生,175,69.7,16.7,12.6,0,0,10 魚介類
1476,10269,＜魚類＞　むつ　水煮,161,68.3,22.2,8.4,0,0,10 魚介類
1477,10270,＜魚類＞　めじな　生,113,74.7,19.4,4.5,0,0.1,10 魚介類
1478,10271,＜魚類＞　めばる　生,100,77.2,18.1,3.5,0,0,10 魚介類
1479,10272,＜魚類＞　メルルーサ　生,73,81.1,17,0.6,0,0,10 魚介類
1480,10273,＜魚類＞　やつめうなぎ　生,245,61.5,15.8,21.8,0,0.2,10 魚介類
1481,10274,＜魚類＞　やつめうなぎ　干しやつめ,449,14.3,50.3,31.2,0,0.5,10 魚介類
1482,10275,＜魚類＞　やまめ　養殖　生,108,75.6,18.4,4.3,0,0.3,10 魚介類
1483,10276,＜魚類＞　わかさぎ　生,71,81.8,14.4,1.7,0,0.1,10 魚介類
1484,10277,＜魚類＞　わかさぎ　つくだ煮,308,19.3,28.7,5.5,0,38.2,10 魚介類
1485,10278,＜魚類＞　わかさぎ　あめ煮,301,21,26.3,5.1,0,40.4,10 魚介類
1486,10279,＜貝類＞　あかがい　生,70,80.4,13.5,0.3,0,3.5,10 魚介類
1487,10280,＜貝類＞　あげまき　生,44,87.1,8.1,0.6,0,2,10 魚介類
1488,10281,＜貝類＞　あさり　生,27,90.3,6,0.3,0,0.4,10 魚介類
1489,10282,＜貝類＞　あさり　つくだ煮,218,38,20.8,2.4,0,30.1,10 魚介類
1490,10283,＜貝類＞　あさり　缶詰　水煮,102,73.2,20.3,2.2,0,1.9,10 魚介類
1491,10284,＜貝類＞　あさり　缶詰　味付け,124,67.2,16.6,1.9,0,11.5,10 魚介類
1492,10427,＜貝類＞　あわび　くろあわび　生,76,79.5,14.3,0.8,0,3.6,10 魚介類
1493,10428,＜貝類＞　あわび　まだかあわび　生,74,80,14.6,0.4,0,3.3,10 魚介類
1494,10429,＜貝類＞　あわび　めがいあわび　生,74,80.1,12.2,0.3,0,6.8,10 魚介類
1495,10286,＜貝類＞　あわび　干し,257,27.9,38,1.6,0,23.8,10 魚介類
1496,10287,＜貝類＞　あわび　塩辛,93,72.5,14.8,3.9,0,1.4,10 魚介類
1497,10288,＜貝類＞　あわび　水煮缶詰,85,77.2,19.4,0.4,0,1,10 魚介類
1498,10289,＜貝類＞　いがい　生,63,82.9,10.3,1.6,0,3.2,10 魚介類
1499,10290,＜貝類＞　いたやがい　養殖　生,55,84.9,10.8,0.8,0,1.5,10 魚介類
1500,10291,＜貝類＞　エスカルゴ　水煮缶詰,75,79.9,16.5,1,0,0.8,10 魚介類
1501,10292,＜貝類＞　かき　養殖　生,58,85,6.9,2.2,0,4.9,10 魚介類
1502,10293,＜貝類＞　かき　養殖　水煮,90,78.7,9.9,3.6,0,7.1,10 魚介類
1503,10430,＜貝類＞　かき　養殖　フライ,256,46.6,7.6,11.1,0,32.9,10 魚介類
1504,10294,＜貝類＞　かき　くん製油漬缶詰,288,51.2,12.5,22.6,0,11.2,10 魚介類
1505,10295,＜貝類＞　さざえ　生,83,78,19.4,0.4,0,0.8,10 魚介類
1506,10296,＜貝類＞　さざえ　焼き,91,75.6,21.3,0.4,0,0.9,10 魚介類
1507,10318,＜貝類＞　さるぼう　味付け缶詰,124,66.1,15.9,2.2,0,12.9,10 魚介類
1508,10297,＜貝類＞　しじみ　生,54,86,7.5,1.4,0,4.5,10 魚介類
1509,10413,＜貝類＞　しじみ　水煮,95,76,15.4,2.7,0,5.5,10 魚介類
1510,10298,＜貝類＞　たいらがい　貝柱　生,94,75.2,21.8,0.2,0,1.5,10 魚介類
1511,10299,＜貝類＞　たにし　生,73,78.8,13,1.1,0,3.6,10 魚介類
1512,10300,＜貝類＞　つぶ　生,82,78.2,17.8,0.2,0,2.3,10 魚介類
1513,10301,＜貝類＞　とこぶし　生,78,78.9,16,0.4,0,3,10 魚介類
1514,10303,＜貝類＞　とりがい　斧足　生,81,78.6,12.9,0.3,0,6.9,10 魚介類
1515,10304,＜貝類＞　ばい　生,81,78.5,16.3,0.6,0,3.1,10 魚介類
1516,10305,＜貝類＞　ばかがい　生,56,84.6,10.9,0.5,0,2.4,10 魚介類
1517,10306,＜貝類＞　（はまぐり類）　はまぐり　生,35,88.8,6.1,0.6,0,1.8,10 魚介類
1518,10307,＜貝類＞　（はまぐり類）　はまぐり　水煮,79,78.6,14.9,1.5,0,2.9,10 魚介類
1519,10308,＜貝類＞　（はまぐり類）　はまぐり　焼き,70,79.8,13.3,1,0,2.8,10 魚介類
1520,10309,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211,40.1,27,2.8,0,21.4,10 魚介類
1521,10310,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41,88.1,6.5,1,0,2.7,10 魚介類
1522,10311,＜貝類＞　ほたてがい　生,66,82.3,13.5,0.9,0,1.5,10 魚介類
1523,10312,＜貝類＞　ほたてがい　水煮,89,76.8,17.6,1.9,0,1.9,10 魚介類
1524,10313,＜貝類＞　ほたてがい　貝柱　生,82,78.4,16.9,0.3,0,3.5,10 魚介類
1525,10414,＜貝類＞　ほたてがい　貝柱　焼き,123,67.8,23.8,0.3,0,4.6,10 魚介類
1526,10314,＜貝類＞　ほたてがい　貝柱　煮干し,301,17.1,65.7,1.4,0,7.6,10 魚介類
1527,10315,＜貝類＞　ほたてがい　貝柱　水煮缶詰,87,76.4,19.5,0.6,0,1.5,10 魚介類
1528,10316,＜貝類＞　ほっきがい　生,66,82.1,11.1,1.1,0,3.8,10 魚介類
1529,10317,＜貝類＞　みるがい　水管　生,77,78.9,18.3,0.4,0,0.3,10 魚介類
1530,10319,＜えび・かに類＞　（えび類）　あまえび　生,85,78.2,19.8,1.5,0,0.1,10 魚介類
1531,10320,＜えび・かに類＞　（えび類）　いせえび　生,86,76.6,20.9,0.4,0,0,10 魚介類
1532,10321,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90,76.1,21.6,0.6,0,0,10 魚介類
1533,10322,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116,69.3,28.2,0.5,0,0,10 魚介類
1534,10323,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97,74.4,23.5,0.4,0,0,10 魚介類
1535,10431,＜えび・かに類＞　（えび類）　さくらえび　生,78,78.9,16.6,2,0,0.1,10 魚介類
1536,10324,＜えび・かに類＞　（えび類）　さくらえび　ゆで,79,75.6,18.2,1.5,0,0,10 魚介類
1537,10325,＜えび・かに類＞　（えび類）　さくらえび　素干し,278,19.4,64.9,4,0,0.1,10 魚介類
1538,10326,＜えび・かに類＞　（えび類）　さくらえび　煮干し,247,23.2,59.1,2.5,0,0.1,10 魚介類
1539,10327,＜えび・かに類＞　（えび類）　大正えび　生,89,76.3,21.7,0.3,0,0.1,10 魚介類
1540,10328,＜えび・かに類＞　（えび類）　しばえび　生,78,79.3,18.7,0.4,0,0.1,10 魚介類
1541,10415,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82,78.6,19.6,0.6,0,0.7,10 魚介類
1542,10416,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194,62,20,10.3,0.9,6.5,10 魚介類
1543,10329,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77,79.9,18.4,0.3,0,0.3,10 魚介類
1544,10330,＜えび・かに類＞　（えび類）　加工品　干しえび,207,24.2,48.6,2.8,0,0.3,10 魚介類
1545,10331,＜えび・かに類＞　（えび類）　加工品　つくだ煮,239,31.8,25.9,2.2,0,30.1,10 魚介類
1546,10332,＜えび・かに類＞　（かに類）　がざみ　生,61,83.1,14.4,0.3,0,0.3,10 魚介類
1547,10333,＜えび・かに類＞　（かに類）　毛がに　生,67,81.9,15.8,0.5,0,0.2,10 魚介類
1548,10334,＜えび・かに類＞　（かに類）　毛がに　ゆで,78,79.2,18.4,0.5,0,0.2,10 魚介類
1549,10335,＜えび・かに類＞　（かに類）　ずわいがに　生,59,84,13.9,0.4,0,0.1,10 魚介類
1550,10336,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65,82.5,15,0.6,0,0.1,10 魚介類
1551,10337,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69,81.1,16.3,0.4,0,0.2,10 魚介類
1552,10338,＜えび・かに類＞　（かに類）　たらばがに　生,56,84.7,13,0.9,0,0.2,10 魚介類
1553,10339,＜えび・かに類＞　（かに類）　たらばがに　ゆで,77,80,17.5,1.5,0,0.3,10 魚介類
1554,10340,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85,77,20.6,0.3,0,0.1,10 魚介類
1555,10341,＜えび・かに類＞　（かに類）　加工品　がん漬,58,54.7,8.4,0.4,0,5.4,10 魚介類
1556,10342,＜いか・たこ類＞　（いか類）　あかいか　生,81,79.3,17.9,1.5,0,0,10 魚介類
1557,10343,＜いか・たこ類＞　（いか類）　けんさきいか　生,77,80,17.5,1,0,0.1,10 魚介類
1558,10344,＜いか・たこ類＞　（いか類）　こういか　生,64,83.4,14.9,1.3,0,0.1,10 魚介類
1559,10345,＜いか・たこ類＞　（いか類）　するめいか　生,76,80.2,17.9,0.8,0,0.1,10 魚介類
1560,10346,＜いか・たこ類＞　（いか類）　するめいか　水煮,98,74.6,21.9,0.9,0,0.1,10 魚介類
1561,10347,＜いか・たこ類＞　（いか類）　するめいか　焼き,108,71.8,23.6,1,0,0.1,10 魚介類
1562,10417,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78,79.8,18.6,0.7,0,0.1,10 魚介類
1563,10418,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80,79.1,18.6,0.6,0,0.1,10 魚介類
1564,10419,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175,64.9,16.7,10.8,0.8,6.3,10 魚介類
1565,10420,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75,80.8,16.9,0.9,0,0,10 魚介類
1566,10348,＜いか・たこ類＞　（いか類）　ほたるいか　生,74,83,11.8,3.5,0,0.2,10 魚介類
1567,10349,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91,78.1,17.7,2.9,0,0.4,10 魚介類
1568,10350,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305,23,43.1,7.5,0,21.3,10 魚介類
1569,10351,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245,39.8,27,6.7,0,22.9,10 魚介類
1570,10352,＜いか・たこ類＞　（いか類）　やりいか　生,79,79.7,17.6,1,0,0.4,10 魚介類
1571,10353,＜いか・たこ類＞　（いか類）　加工品　するめ,304,20.2,69.2,4.3,0,0.4,10 魚介類
1572,10354,＜いか・たこ類＞　（いか類）　加工品　さきいか,268,26.4,45.5,3.1,0,17.3,10 魚介類
1573,10355,＜いか・たこ類＞　（いか類）　加工品　くん製,202,43.5,35.2,1.5,0,12.8,10 魚介類
1574,10356,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310,22.8,22.7,4.7,0,46.1,10 魚介類
1575,10357,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289,26.7,20,1.8,0,49.1,10 魚介類
1576,10358,＜いか・たこ類＞　（いか類）　加工品　塩辛,114,67.3,15.2,3.4,0,6.5,10 魚介類
1577,10359,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127,66.9,21.4,1.8,0,7.7,10 魚介類
1578,10360,＜いか・たこ類＞　（たこ類）　いいだこ　生,64,83.2,14.6,0.8,0,0.1,10 魚介類
1579,10361,＜いか・たこ類＞　（たこ類）　まだこ　生,70,81.1,16.4,0.7,0,0.1,10 魚介類
1580,10362,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91,76.2,21.7,0.7,0,0.1,10 魚介類
1581,10432,＜いか・たこ類＞　（たこ類）　みずだこ　生,61,83.5,13.4,0.9,0,0.1,10 魚介類
1582,10363,＜その他＞　あみ　つくだ煮,230,35,19.1,1.8,0,35.1,10 魚介類
1583,10364,＜その他＞　あみ　塩辛,62,63.7,12.9,1.1,0,0.8,10 魚介類
1584,10365,＜その他＞　うに　生うに,109,73.8,16,4.8,0,3.3,10 魚介類
1585,10366,＜その他＞　うに　粒うに,172,51.8,17.2,5.8,0,15.6,10 魚介類
1586,10367,＜その他＞　うに　練りうに,166,53.1,13.5,2.9,0,22.4,10 魚介類
1587,10368,＜その他＞　おきあみ　生,84,78.5,15,3.2,0,0.2,10 魚介類
1588,10369,＜その他＞　おきあみ　ゆで,78,79.8,13.8,3,0,0,10 魚介類
1589,10370,＜その他＞　くらげ　塩蔵　塩抜き,21,94.2,5.2,0.1,0,0,10 魚介類
1590,10371,＜その他＞　しゃこ　ゆで,89,77.2,19.2,1.7,0,0.2,10 魚介類
1591,10372,＜その他＞　なまこ　生,22,92.2,4.6,0.3,0,0.5,10 魚介類
1592,10373,＜その他＞　なまこ　このわた,54,80.2,11.4,1.8,0,0.5,10 魚介類
1593,10374,＜その他＞　ほや　生,27,88.8,5,0.8,0,0.8,10 魚介類
1594,10375,＜その他＞　ほや　塩辛,69,79.7,11.6,1.1,0,3.8,10 魚介類
1595,10376,＜水産練り製品＞　かに風味かまぼこ,89,75.6,12.1,0.5,0,9.2,10 魚介類
1596,10423,＜水産練り製品＞　黒はんぺん,119,70.4,11.2,2.9,0.9,13.7,10 魚介類
1597,10377,＜水産練り製品＞　昆布巻きかまぼこ,83,76.4,8.9,0.5,0,11,10 魚介類
1598,10378,＜水産練り製品＞　す巻きかまぼこ,89,75.8,12,0.8,0,8.7,10 魚介類
1599,10379,＜水産練り製品＞　蒸しかまぼこ,93,74.4,12,0.9,0,9.7,10 魚介類
1600,10380,＜水産練り製品＞　焼き抜きかまぼこ,102,72.8,16.2,1,0,7.4,10 魚介類
1601,10381,＜水産練り製品＞　焼き竹輪,119,69.9,12.2,2,0,13.5,10 魚介類
1602,10382,＜水産練り製品＞　だて巻,190,58.8,14.6,7.5,0,17.6,10 魚介類
1603,10383,＜水産練り製品＞　つみれ,104,75.4,12,4.3,0,6.5,10 魚介類
1604,10384,＜水産練り製品＞　なると,80,77.8,7.6,0.4,0,11.6,10 魚介類
1605,10385,＜水産練り製品＞　はんぺん,93,75.7,9.9,1,0,11.4,10 魚介類
1606,10386,＜水産練り製品＞　さつま揚げ,135,67.5,12.5,3.7,0,13.9,10 魚介類
1607,10387,＜水産練り製品＞　魚肉ハム,155,66,13.4,6.7,0,11.1,10 魚介類
1608,10388,＜水産練り製品＞　魚肉ソーセージ,158,66.1,11.5,7.2,0,12.6,10 魚介類
1609,11001,＜畜肉類＞　いのしし　肉　脂身つき　生,244,60.1,18.8,19.8,0,0.5,11 肉類
1610,11002,＜畜肉類＞　いのぶた　肉　脂身つき　生,283,56.7,18.1,24.1,0,0.3,11 肉類
1611,11003,＜畜肉類＞　うさぎ　肉　赤肉　生,131,72.2,20.5,6.3,0,0,11 肉類
1612,11004,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258,58.8,17.7,22.3,0,0.3,11 肉類
1613,11005,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239,60.7,18.3,19.8,0,0.3,11 肉類
1614,11006,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183,66.3,20.2,12.2,0,0.3,11 肉類
1615,11007,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692,17.8,4,78,0,0,11 肉類
1616,11008,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,380,47.9,13.8,37.4,0,0.2,11 肉類
1617,11009,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,373,48.6,14,36.5,0,0.2,11 肉類
1618,11010,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,293,56.4,16.5,26.1,0,0.2,11 肉類
1619,11011,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,514,34.5,9.7,56.5,0,0.1,11 肉類
1620,11249,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,539,29.2,12.6,58.2,0,0.1,11 肉類
1621,11248,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,541,27.7,14.6,56.8,0,0.2,11 肉類
1622,11012,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,502,36.1,10.3,54.4,0,0.1,11 肉類
1623,11013,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,395,47.2,14,40,0,0.2,11 肉類
1624,11014,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,674,17.7,4.2,78,0,0,11 肉類
1625,11015,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,460,40,11.7,47.5,0,0.3,11 肉類
1626,11016,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,422,43.7,12.9,42.5,0,0.3,11 肉類
1627,11017,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,294,55.9,17.1,25.8,0,0.4,11 肉類
1628,11018,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,472,38.4,11,50,0,0.1,11 肉類
1629,11019,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,235,61.2,19.2,18.7,0,0.5,11 肉類
1630,11020,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,212,63.4,20.2,15.5,0,0.6,11 肉類
1631,11251,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,302,50.1,25.7,23.3,0,0.2,11 肉類
1632,11250,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,300,49.5,27.7,22.7,0,0.5,11 肉類
1633,11021,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,176,67,21.3,10.7,0,0.6,11 肉類
1634,11022,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,664,20.3,4.4,75.4,0,0,11 肉類
1635,11023,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,244,60.8,17.8,20,0,0.5,11 肉類
1636,11024,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,219,63.3,18.7,16.6,0,0.5,11 肉類
1637,11025,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,159,69,20.7,8.7,0,0.6,11 肉類
1638,11026,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,319,53.8,15.1,29.9,0,0.4,11 肉類
1639,11027,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,293,56.3,16,26.4,0,0.4,11 肉類
1640,11028,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,196,65.7,19.2,13.6,0,0.5,11 肉類
1641,11029,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,207,64.6,19.1,15,0,0.3,11 肉類
1642,11030,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,231,62,17.1,19.8,0,0.3,11 肉類
1643,11309,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,309,54.9,20.8,23.8,0,0.1,11 肉類
1644,11310,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,298,50.3,23,25.5,0,0.2,11 肉類
1645,11031,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,262,65.9,17.9,14.9,0,0.4,11 肉類
1646,11032,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,138,71.7,20.4,6.7,0,0.2,11 肉類
1647,11301,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,174,63.2,27.9,7.1,0,1,11 肉類
1648,11302,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,175,63.4,26.9,7.7,0,0.8,11 肉類
1649,11033,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,650,21.9,4.5,73.3,0,0,11 肉類
1650,11034,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,295,56.4,16.2,26.4,0,0.2,11 肉類
1651,11035,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,285,57.3,16.5,25.2,0,0.2,11 肉類
1652,11036,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,196,65.9,19.1,13.9,0,0.2,11 肉類
1653,11037,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,380,47.9,14.1,37.1,0,0.2,11 肉類
1654,11039,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,428,39.1,17.2,43,0,0.3,11 肉類
1655,11038,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,457,33.4,20.4,45,0,0.3,11 肉類
1656,11040,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,351,50.7,15,33.4,0,0.2,11 肉類
1657,11041,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,230,62.2,18.8,17.8,0,0.3,11 肉類
1658,11042,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,703,15.6,3.7,80.5,0,0,11 肉類
1659,11043,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,313,54.4,16.5,27.9,0,0.4,11 肉類
1660,11044,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,253,60,18.4,20.2,0,0.5,11 肉類
1661,11045,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,167,68.2,21.1,9.1,0,0.6,11 肉類
1662,11046,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,381,47.4,12.8,39.4,0,0.3,11 肉類
1663,11252,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,451,38.7,15.9,44.2,0,0.3,11 肉類
1664,11047,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,196,65.8,19.5,13.3,0,0.4,11 肉類
1665,11048,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,169,68.2,20.5,9.9,0,0.4,11 肉類
1666,11050,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,235,56.4,28.4,13.8,0,0.6,11 肉類
1667,11049,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,227,56.9,28,13.2,0,0.6,11 肉類
1668,11051,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,130,71.7,21.9,4.9,0,0.4,11 肉類
1669,11052,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,594,30.2,5.1,64.1,0,0.2,11 肉類
1670,11053,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,220,64,18.2,16.3,0,0.6,11 肉類
1671,11054,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,179,67.8,19.6,11.1,0,0.6,11 肉類
1672,11055,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,131,72,21.3,5,0,0.7,11 肉類
1673,11056,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,234,62.1,18.6,17.8,0,0.6,11 肉類
1674,11057,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,203,64.9,19.7,13.9,0,0.6,11 肉類
1675,11058,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,142,70.2,22,6.1,0,0.7,11 肉類
1676,11059,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,177,67.3,20.8,11.2,0,0.5,11 肉類
1677,11253,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,238,56.3,27.2,15.2,0,0.4,11 肉類
1678,11254,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,489,36.2,12,51.8,0,0.3,11 肉類
1679,11256,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,540,29.1,13.2,56.5,0,0.1,11 肉類
1680,11255,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,575,26.4,14.5,60.1,0,0.2,11 肉類
1681,11257,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,438,41,13.6,45.2,0,0.3,11 肉類
1682,11258,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,338,50.5,16.7,32.3,0,0.4,11 肉類
1683,11259,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,759,10.6,3.6,86.7,0,0,11 肉類
1684,11260,＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,445,41.4,12.2,44.4,0,0.3,11 肉類
1685,11261,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,312,53.9,16.4,28.9,0,0.4,11 肉類
1686,11262,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,250,59.5,18.3,21.6,0,0.4,11 肉類
1687,11264,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,331,49.8,25.7,28.2,0,0.2,11 肉類
1688,11263,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,313,49.7,25,27.6,0,0.5,11 肉類
1689,11265,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,222,62.7,19.3,17.5,0,0.5,11 肉類
1690,11266,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,682,17.6,4.8,75.8,0,0.1,11 肉類
1691,11267,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,229,62.3,19,18,0,0.4,11 肉類
1692,11060,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,160,69.4,19,10.6,0,0.1,11 肉類
1693,11061,＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,138,71.5,19.6,7.8,0,0.1,11 肉類
1694,11062,＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,114,73.9,20.4,4.6,0,0.1,11 肉類
1695,11063,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,537,32,7.1,60.5,0,0,11 肉類
